IPV4央视,#genre#
黑龙江少儿 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8 
哈尔滨影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8 
哈尔滨综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226558/index.m3u8 
哈尔滨生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8 
哈尔滨综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild 
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild 
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild 
哈尔滨生活,http://streamings.hrbtv.net/09e35fcca53542bfa24a6b34e0fc2ff8/h264_400k_ts/index.m3u8?type=hls_live_redirect 
佳木斯新闻综合 2.5M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8 
牡丹江新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8 
鹤岗新闻综合 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8 
漠河综合频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226535/index.m3u8


MTV,#genre#
谭咏麟+李克勤-梦仍是一样(演唱会),http://em.21dtv.com/songs/60029634.mkv
张学友-你是爱我的(演唱会),http://em.21dtv.com/songs/60031991.mkv
汪峰-你走你的路(演唱会),http://em.21dtv.com/songs/60128161.mkv
誓言-鬼迷心窍,http://em.21dtv.com/songs/60019403.mkv
容祖儿-去火星恋爱(演唱会),http://em.21dtv.com/songs/60035841.mkv
周华健-温柔的瞬息,http://em.21dtv.com/songs/60090835.mkv
安东阳+樊桐舟-万水千山总是爱,http://em.21dtv.com/songs/60099201.mkv
华晨宇-亲爱的小孩,http://em.21dtv.com/songs/60105668.mkv
苏永康-热情的沙漠,http://em.21dtv.com/songs/60088539.mkv
李家发+伍婉琛-片片枫叶情(演唱会),http://em.21dtv.com/songs/60033435.mkv
泽仁娜措-琼杰的朋友(藏),http://em.21dtv.com/songs/60069740.mkv
崔健-不是我不明白(演唱会),http://em.21dtv.com/songs/60011382.mkv
张智霖+许秋怡-片片枫叶情(演唱会),http://em.21dtv.com/songs/60033436.mkv
叶振棠+陈秀雯-情缘万世长(演唱会),http://em.21dtv.com/songs/60035441.mkv
徐小凤-每日怀念你(演唱会),http://em.21dtv.com/songs/60029044.mkv
关淑怡-缱绻星光下(演唱会),http://em.21dtv.com/songs/60034339.mkv
罗敏庄+杜雯惠-让一切随风(演唱会),http://em.21dtv.com/songs/60077335.mkv
凤凰传奇-歌唱二小放牛郎,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_8120530&response=res&format=mp4&type=convert_url
谢安琪-请将手放开(演唱会),http://em.21dtv.com/songs/60035528.mkv
雷安娜-今宵多珍重(演唱会),http://em.21dtv.com/songs/60023924.mkv
那英-想念(演唱会),http://em.21dtv.com/songs/60049175.mkv
王栎鑫+俞灏明-热情的沙漠(演唱会),http://em.21dtv.com/songs/60077341.mkv
达明一派-你还爱我吗(演唱会),http://em.21dtv.com/songs/60031731.mkv
张帝+朱明瑛-万水千山总是情(演唱会),http://em.21dtv.com/songs/60043310.mkv
苏芮-一样的月光(演唱会),http://em.21dtv.com/songs/60053817.mkv
九九+苏梦玫-青苹果乐园,http://em.21dtv.com/songs/60081540.mkv
荒山亮-时间的眼泪,http://em.21dtv.com/songs/60039130.mkv
黄贯中-醒你(演唱会),http://em.21dtv.com/songs/60051182.mkv
雷有辉+邓建明-曙光(演唱会),http://em.21dtv.com/songs/60039780.mkv
刘德华-十年(演唱会),http://em.21dtv.com/songs/60038982.mkv
谭咏麟-理想与和平(演唱会),http://em.21dtv.com/songs/60026893.mkv
彭羚+容祖儿-心淡(演唱会),http://em.21dtv.com/songs/60084239.mkv
五月天-纯真,http://em.21dtv.com/songs/60013405.mkv
周渝民-温柔的晚安(演唱会),http://em.21dtv.com/songs/60044366.mkv
凤凰传奇-御龙归字谣,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1164118&response=res&format=mp4&type=convert_url
梁咏琪-高妹正传(演唱会),http://em.21dtv.com/songs/60018211.mkv
芒种,https://vd3.bdstatic.com/mda-kat1tr4ka5st965k/hd/mda-kat1tr4ka5st965k.mp4?pd=20
孙维良-清明上河图(现场),http://em.21dtv.com/songs/60096245.mkv
黄品源+任贤齐-浪花一朵朵(演唱会),http://em.21dtv.com/songs/60026219.mkv
林一峰-情义两心坚(演唱会),http://em.21dtv.com/songs/60035406.mkv
尹光-出册(演唱会),http://em.21dtv.com/songs/60012914.mkv
凤凰传奇-华夏传说,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_40828850&response=res&format=mp4&type=convert_url
旭日阳刚-老乡见老乡,http://em.21dtv.com/songs/60076356.mkv
卓依婷鲁冰花,http://vd3.bdstatic.com/mda-jf8fbjprnf1fvpxm/mda-jf8fbjprnf1fvpxm.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
孙维良-清明上河图(演唱会),http://em.21dtv.com/songs/60067333.mkv
许冠文-流下眼泪前(演唱会),http://em.21dtv.com/songs/60027720.mkv
黄凯芹-深秋立楼头,http://em.21dtv.com/songs/60129834.mkv
林子祥-千亿个夜晚,http://em.21dtv.com/songs/60034181.mkv
罗敏庄+黄日华-两忘烟水里(演唱会),http://em.21dtv.com/songs/60076435.mkv
郭富城-时光(演唱会),http://em.21dtv.com/songs/60039095.mkv
蔡义德-闪酒大丈夫,http://em.21dtv.com/songs/60104412.mkv
汪明荃-千王群英会(演唱会),http://em.21dtv.com/songs/60034165.mkv
李炜+江映蓉-亲爱的小孩,http://em.21dtv.com/songs/60098474.mkv
吴涤清-草原之夜(演唱会),http://em.21dtv.com/songs/60066903.mkv
佚名-你走你的路,http://em.21dtv.com/songs/60032578.mkv
我曾,https://vd3.bdstatic.com/mda-jjm8i93paakzz8yj/hd/mda-jjm8i93paakzz8yj.mp4?pd=20&vt=1
甲子蕙+林美-情比姐妹深,http://em.21dtv.com/songs/60034926.mkv
袁惟仁-四季的眼泪(演唱会),http://em.21dtv.com/songs/60040677.mkv
许志安-天才白痴梦(演唱会),http://em.21dtv.com/songs/60041754.mkv
太极乐队-曙光(演唱会),http://em.21dtv.com/songs/60039781.mkv
莫旭秋-念亲恩(演唱会),http://em.21dtv.com/songs/60064667.mkv
侧田-迟钝(演唱会),http://em.21dtv.com/songs/60012780.mkv
权振东-亲爱的小孩,http://em.21dtv.com/songs/60071055.mkv
陈洁灵-黎明不要来(演唱会),http://em.21dtv.com/songs/60026832.mkv
张行-迟到(演唱会),http://em.21dtv.com/songs/60012778.mkv
徐小凤-故乡的雨(演唱会),http://em.21dtv.com/songs/60019095.mkv
黄宗泽-全角度爱你(演唱会),http://em.21dtv.com/songs/60035881.mkv
谢有才-兄弟(演唱会),http://em.21dtv.com/songs/60084288.mkv
黄贯中-请将手放开(演唱会),http://em.21dtv.com/songs/60035527.mkv
林子祥-千忆个夜晚,http://em.21dtv.com/songs/60092855.mkv
宇宁《千里江山（大型纪录片《紫禁城》主题歌,https://vdse.bdstatic.com//688046e42c39cf6585106f945e2798e7.mov
汪明荃-书剑恩仇录(演唱会),http://em.21dtv.com/songs/60039732.mkv
刘惜君-万水千山总是情,http://em.21dtv.com/songs/60043311.mkv
山鹰组合-七月火把节(演唱会),http://em.21dtv.com/songs/60067315.mkv
陈百强-偏偏喜欢你,http://em.21dtv.com/songs/60033420.mkv
陈慧娴-黎明不要来(演唱会),http://em.21dtv.com/songs/60026831.mkv
光良+曹格-少年,http://em.21dtv.com/songs/60038120.mkv
玖月奇迹-康定情歌(演唱会),http://em.21dtv.com/songs/60083215.mkv
孙楠+韩红-美丽的神话(演唱会),http://em.21dtv.com/songs/60029220.mkv
萧敬腾-亲爱的小孩,http://em.21dtv.com/songs/60072303.mkv
陈一郎-情海一条龙(无原唱),http://em.21dtv.com/songs/60095966.mkv
伍佰-世界第一等(演唱会),http://em.21dtv.com/songs/60039260.mkv
毕福剑+苏丹-走天涯(演唱会),http://em.21dtv.com/songs/60079748.mkv
王秀芬-我爱你中国(演唱会),http://em.21dtv.com/songs/60044655.mkv
陈百强-南北一家亲(演唱会),http://em.21dtv.com/songs/60031082.mkv
蔡琴-今宵多珍重(演唱会),http://em.21dtv.com/songs/60023921.mkv
李丽珍-纯真,http://em.21dtv.com/songs/60013404.mkv
梅艳芳-今宵多珍重(演唱会),http://em.21dtv.com/songs/60023925.mkv
杨坤-美丽的一天(演唱会),http://em.21dtv.com/songs/60029246.mkv
陈百强-念亲恩(演唱会),http://em.21dtv.com/songs/60032661.mkv
钟镇涛-没那么简单(演唱会),http://em.21dtv.com/songs/60028729.mkv
李利依-青青小河边(演唱会),http://em.21dtv.com/songs/60064734.mkv
陈楚生-想念,http://em.21dtv.com/songs/60049177.mkv
徐小凤-热情的沙漠(演唱会),http://em.21dtv.com/songs/60036262.mkv
叶丽仪-今宵多珍重(演唱会),http://em.21dtv.com/songs/60023927.mkv
吕珊-默默祝福你(演唱会),http://em.21dtv.com/songs/60062732.mkv
徐小凤-流下眼泪前(演唱会),http://em.21dtv.com/songs/60027719.mkv
伍佰-美丽新世界(演唱会),http://em.21dtv.com/songs/60029283.mkv
梁汉文-曼谷玛利亚(演唱会),http://em.21dtv.com/songs/60028550.mkv
李玟-你在我心上(演唱会),http://em.21dtv.com/songs/60032475.mkv
达明一派-每日一禁果(演唱会),http://em.21dtv.com/songs/60029045.mkv
宋祖英+蒲巴甲+苏有朋-康定情歌,http://em.21dtv.com/songs/60076245.mkv
董事长乐团-刺字,http://em.21dtv.com/songs/60013471.mkv
张行+杨波-三百六十五里路(演唱会),http://em.21dtv.com/songs/60037168.mkv
朱咪咪-俩忘烟水里(演唱会),http://em.21dtv.com/songs/60027330.mkv
黄琦珊-一样的月光,http://em.21dtv.com/songs/60053818.mkv
许哲佩-想念,http://em.21dtv.com/songs/60049181.mkv
杨光-你是我的眼(演唱会),http://em.21dtv.com/songs/60063248.mkv
张帝-为什么不爱我(演唱会),http://em.21dtv.com/songs/60078099.mkv
罗桦-每一个段落(演唱会),http://em.21dtv.com/songs/60064519.mkv
朱咪咪+叶振棠-俩忘烟水里(演唱会),http://em.21dtv.com/songs/60027329.mkv
费翔-故乡的云(演唱会),http://em.21dtv.com/songs/60019102.mkv
龙奔-全民社会摇,http://em.21dtv.com/songs/60129866.mkv
刘德华-亲爱的小孩,http://em.21dtv.com/songs/60069725.mkv
袁媛-没那么简单(演唱会),http://em.21dtv.com/songs/60063323.mkv
羽泉-热情的沙漠,http://em.21dtv.com/songs/60077339.mkv
许巍-纯真(演唱会),http://em.21dtv.com/songs/60013403.mkv
王浩信-猫步,http://em.21dtv.com/songs/60028634.mkv
刘若英-绿岛小夜曲(演唱会),http://em.21dtv.com/songs/60028155.mkv
古巨基-年年有今日(演唱会),http://em.21dtv.com/songs/60032632.mkv
林一峰-偏偏喜欢你(演唱会),http://em.21dtv.com/songs/60033418.mkv
动力火车+迪克牛仔-一样的月光(演唱会),http://em.21dtv.com/songs/60053816.mkv
谭咏麟+李克勤-理想与和平(演唱会),http://em.21dtv.com/songs/60026892.mkv
许巍-漫步(演唱会),http://em.21dtv.com/songs/60028561.mkv
徐小凤-深秋立楼头,http://em.21dtv.com/songs/60038344.mkv
李宗盛-鬼迷心窍(演唱会),http://em.21dtv.com/songs/60019400.mkv
苏志威-侧面(演唱会),http://em.21dtv.com/songs/60012138.mkv
许美静-想念,http://em.21dtv.com/songs/60049180.mkv
辛晓琪-亲爱的小孩,http://em.21dtv.com/songs/60077183.mkv
崔萍-今宵多珍重(演唱会),http://em.21dtv.com/songs/60023923.mkv
钟镇涛-让一切随风,http://em.21dtv.com/songs/60036212.mkv
群星-青苹果乐园(演唱会),http://em.21dtv.com/songs/60034768.mkv
关淑怡-缱绻星光下,http://em.21dtv.com/songs/60034341.mkv
黄耀明+容祖儿-你还爱我吗(演唱会),http://em.21dtv.com/songs/60031732.mkv
张蔷-爱你在心口难开(演唱会),http://em.21dtv.com/songs/60008040.mkv
莫文蔚-溜溜的情歌(演唱会),http://em.21dtv.com/songs/60076463.mkv
汪峰-小鸟(演唱会),http://em.21dtv.com/songs/60049679.mkv
李干慧-故乡的月,http://em.21dtv.com/songs/60019099.mkv
谭锡禧-每一个晚上(演唱会),http://em.21dtv.com/songs/60083372.mkv
梅艳芳-朦胧夜雨里(演唱会),http://em.21dtv.com/songs/60029445.mkv
颜福伟-明日话今天(演唱会),http://em.21dtv.com/songs/60030133.mkv
慢摇舞曲-全民社会摇 (DJ),http://em.21dtv.com/songs/30000601.mkv
蔡琴-绿岛小夜曲(演唱会),http://em.21dtv.com/songs/60028153.mkv
陈浩德-故乡的雨(演唱会),http://em.21dtv.com/songs/60075574.mkv
梦苇+郑世勋-美丽的神话,http://em.21dtv.com/songs/60125830.mkv
黑龙-请别离开我,http://em.21dtv.com/songs/60035501.mkv
黄家强-醒你(演唱会),http://em.21dtv.com/songs/60051183.mkv
BEYOND-醒你,http://em.21dtv.com/songs/60051184.mkv
徐小凤-深秋立楼头(演唱会),http://em.21dtv.com/songs/60038343.mkv
周华健-鬼迷心窍(演唱会),http://em.21dtv.com/songs/60019401.mkv
甄妮-绿岛小夜曲(演唱会),http://em.21dtv.com/songs/60028156.mkv
李玉刚-清明上河图,http://em.21dtv.com/songs/60034888.mkv
刘德华-如果有一天(演唱会),http://em.21dtv.com/songs/60036969.mkv
毛宁-你是我的眼(演唱会),http://em.21dtv.com/songs/60062759.mkv
叶德娴-如果没有你(演唱会),http://em.21dtv.com/songs/60036825.mkv
许巍-纯粹(演唱会),http://em.21dtv.com/songs/60013384.mkv
AT17+林一峰-朦胧夜雨里(演唱会),http://em.21dtv.com/songs/60029444.mkv
罗中旭+纪敏佳-美丽的神话,http://em.21dtv.com/songs/60083378.mkv
古巨基+侧田-年年有今日(演唱会),http://em.21dtv.com/songs/60032631.mkv
梅艳芳-留住你今晚(演唱会),http://em.21dtv.com/songs/60027592.mkv
吴涤清-温柔的倾诉(演唱会),http://em.21dtv.com/songs/60068743.mkv
容祖儿+古巨基-情义两心坚(演唱会),http://em.21dtv.com/songs/60035407.mkv
庾澄庆-热情的沙漠,http://em.21dtv.com/songs/60036267.mkv
汪明荃-美丽的时光(演唱会),http://em.21dtv.com/songs/60029224.mkv
谢霆锋+汪明荃-千王群英会(演唱会),http://em.21dtv.com/songs/60034166.mkv
庄学忠-故乡的云,http://em.21dtv.com/songs/60019106.mkv
盖鸣晖-逝去的诺言(演唱会),http://em.21dtv.com/songs/60083809.mkv
谢霆锋-魔鬼的主意(演唱会),http://em.21dtv.com/songs/60030344.mkv
徐小凤-黎明不要来(演唱会),http://em.21dtv.com/songs/60026833.mkv
张惠妹-天才白痴梦(演唱会),http://em.21dtv.com/songs/60041755.mkv
莫旭秋-良夜不能留(演唱会),http://em.21dtv.com/songs/60027173.mkv
陈雷-故乡的月,http://em.21dtv.com/songs/60019098.mkv
刘心-亲爱的小孩(演唱会),http://em.21dtv.com/songs/60071054.mkv
刘德华-世界第一等(演唱会),http://em.21dtv.com/songs/60039259.mkv
杨坤-里约热内卢(演唱会),http://em.21dtv.com/songs/60026879.mkv
张德兰-明日话今天(演唱会),http://em.21dtv.com/songs/60030134.mkv
满文军+文章-故乡的云(演唱会),http://em.21dtv.com/songs/60019103.mkv
小武-迟到,http://em.21dtv.com/songs/60012779.mkv
刘德华-美丽的一天,http://em.21dtv.com/songs/60029247.mkv
吴涤清-万水千山总是情,http://em.21dtv.com/songs/60067505.mkv
周传雄-存在(演唱会),http://em.21dtv.com/songs/60013616.mkv
谢雷+杨燕-今宵多珍重(演唱会),http://em.21dtv.com/songs/60023926.mkv
林忆莲-存在(演唱会),http://em.21dtv.com/songs/60013615.mkv
林忆莲-匆匆(演唱会),http://em.21dtv.com/songs/60013474.mkv
常石磊-我爱你中国,http://em.21dtv.com/songs/60044657.mkv
黄凯芹-若生命等候(演唱会),http://em.21dtv.com/songs/60037108.mkv
满文军-圣洁的真爱,http://em.21dtv.com/songs/60091637.mkv
杨小萍-梦醒不了情(演唱会),http://em.21dtv.com/songs/60029704.mkv
甄妮-七级半地震(演唱会),http://em.21dtv.com/songs/60033743.mkv
吴蕙君-世界第一勇,http://em.21dtv.com/songs/60135018.mkv
麦穗-年年有今日(演唱会),http://em.21dtv.com/songs/60061473.mkv
费翔-故乡的云,http://em.21dtv.com/songs/60019104.mkv
陈彼得+张行-一条路(演唱会),http://em.21dtv.com/songs/60053734.mkv
方伊琪-默默祝福你(演唱会),http://em.21dtv.com/songs/60076754.mkv
黄凯芹-你留我在此(演唱会),http://em.21dtv.com/songs/60031902.mkv
樱桃帮-受够,http://em.21dtv.com/songs/60039714.mkv
凤凰传奇-月亮之上,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_7084968&response=res&format=mp4&type=convert_url
卓依婷橄榄树,http://vd3.bdstatic.com/mda-jfagwdhxb30ymr13/mda-jfagwdhxb30ymr13.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
孙楠+王逸洁+朱婷婷-美丽的神话(最美和声)(现场版),http://em.21dtv.com/songs/60100838.mkv
孤芳自赏,https://vdse.bdstatic.com//650fda26067e619a8632b173052b3a08.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2020-01-31T14%3A25%3A59Z%2F-1%2Fhost
张行+文章-故乡的云,http://em.21dtv.com/songs/60019105.mkv
刘德华+林子祥-每一个晚上(演唱会),http://em.21dtv.com/songs/60029089.mkv
依婷爱拼才会赢,http://vd3.bdstatic.com/mda-jfreugw1pcza8xr1/mda-jfreugw1pcza8xr1.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
凤凰传奇-中国味道,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042021&response=res&format=mp4&type=convert_url
凤凰传奇-光芒,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042019&response=res&format=mp4&type=convert_url
凤凰传奇-奇迹世界,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_954805&response=res&format=mp4&type=convert_url
凤凰传奇-自由飞翔,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_18747906&response=res&format=mp4&type=convert_url
BEYOND-请将手放开,http://em.21dtv.com/songs/60035529.mkv
张德兰-情义两心坚(演唱会),http://em.21dtv.com/songs/60035408.mkv
李治廷-奇迹等不到,http://em.21dtv.com/songs/60066224.mkv
薰妮-故乡的雨,http://em.21dtv.com/songs/60019097.mkv
张靓颖-热情的沙漠,http://em.21dtv.com/songs/60087855.mkv
陈慧娴-让一切随风,http://em.21dtv.com/songs/60100587.mkv
动力火车-热情的沙漠(演唱会),http://em.21dtv.com/songs/60036260.mkv
张清芳-时间的滋味(演唱会),http://em.21dtv.com/songs/60039131.mkv
陈百强-天才白痴梦,http://em.21dtv.com/songs/60041756.mkv
F.I.R-流浪者之歌(演唱会),http://em.21dtv.com/songs/60027684.mkv
王铮亮-千金不换爱,http://em.21dtv.com/songs/60111292.mkv
MTVBlockParty,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS03/master.m3u8


花房姑娘,http://em.21dtv.com/songs/60021360.mkv
开心的马骝,http://em.21dtv.com/songs/60025030.mkv

开心的马骝(HD),http://em.21dtv.com/songs/10012638.mkv

开心的马骝(演唱会),http://em.21dtv.com/songs/60025029.mkv
爱上你的全世界,http://em.21dtv.com/songs/60136012.mkv

爱着远方的你,http://em.21dtv.com/songs/60074542.mkv

爱情万万岁,http://em.21dtv.com/songs/60062361.mkv

爱的童话,http://em.21dtv.com/songs/60107662.mkv
爱的音符,http://em.21dtv.com/songs/60007435.mkv
爱情酒,http://em.21dtv.com/songs/60069194.mkv
毒解药,http://em.21dtv.com/songs/60170127.mkv
多情伤离别,http://em.21dtv.com/songs/60071900.mkv
恩恩爱爱都是你,http://em.21dtv.com/songs/60016294.mkv

分手后还是朋友,http://em.21dtv.com/songs/60071923.mkv

姑娘不要走,http://em.21dtv.com/songs/60067035.mkv
故乡的娘,http://em.21dtv.com/songs/60169713.mkv
哥妹情缘,http://em.21dtv.com/songs/60062362.mkv
感谢妈妈,http://em.21dtv.com/songs/60067023.mkv
红尘情歌,http://em.21dtv.com/songs/60020770.mkv

花桥流水,http://em.21dtv.com/songs/60006910.mkv
今生爱上你,http://em.21dtv.com/songs/60080511.mkv
今生回忆有你就足够,http://em.21dtv.com/songs/60169107.mkv

开门见喜,http://em.21dtv.com/songs/60108162.mkv
哭泣的爱情,http://em.21dtv.com/songs/60095360.mkv
看透你,http://em.21dtv.com/songs/60109758.mkv

来生一起走,http://em.21dtv.com/songs/60095361.mkv
两个人的天地,http://em.21dtv.com/songs/60121155.mkv
明知道很爱你,http://em.21dtv.com/songs/60127601.mkv
梦醉荷塘,http://em.21dtv.com/songs/60105527.mkv
你是我的幸福,http://em.21dtv.com/songs/60144221.mkv
你是我最难舍的人,http://em.21dtv.com/songs/60137074.mkv

你不来我不老,http://em.21dtv.com/songs/60120150.mkv

你把爱还给我,http://em.21dtv.com/songs/60064615.mkv
你抱着我哭,http://em.21dtv.com/songs/60083491.mkv
你是我的伴,http://em.21dtv.com/songs/60152196.mkv
南泥湾,http://em.21dtv.com/songs/60111539.mkv
品乡愁,http://em.21dtv.com/songs/60064691.mkv

情歌之王,http://em.21dtv.com/songs/60167581.mkv

思思念念全是你,http://em.21dtv.com/songs/60108163.mkv

是我不对,http://em.21dtv.com/songs/60039503.mkv

石斛花开,http://em.21dtv.com/songs/60127602.mkv
同一个家,http://em.21dtv.com/songs/60061635.mkv

叹情歌,http://em.21dtv.com/songs/60072442.mkv
天涯各一方,http://em.21dtv.com/songs/60139297.mkv

为你所困,http://em.21dtv.com/songs/60146879.mkv
勿忘我,http://em.21dtv.com/songs/60145817.mkv
我好想哭,http://em.21dtv.com/songs/60045508.mkv
我是否也在你心中【郑莉莉合唱版】,http://em.21dtv.com/songs/60128615.mkv

我是否也在你心中,http://em.21dtv.com/songs/60046108.mkv
我不是高富帅,http://em.21dtv.com/songs/60085873.mkv
忘不了曾经的你,http://em.21dtv.com/songs/60067513.mkv
幸福等你来,http://em.21dtv.com/songs/60078912.mkv

幸福的主角,http://em.21dtv.com/songs/60169553.mkv

寻你启事,http://em.21dtv.com/songs/60101704.mkv
相爱的歌,http://em.21dtv.com/songs/60165813.mkv
谢谢遇见你,http://em.21dtv.com/songs/60154557.mkv
想你总是很甜蜜,http://em.21dtv.com/songs/60147922.mkv

依然把你放在心里,http://em.21dtv.com/songs/60053997.mkv
一直爱着你,http://em.21dtv.com/songs/60122288.mkv

一生去守候(演唱会),http://em.21dtv.com/songs/60053574.mkv
一生无悔,http://em.21dtv.com/songs/60067707.mkv
又见老情人,http://em.21dtv.com/songs/60071461.mkv
又见小桥头,http://em.21dtv.com/songs/60152197.mkv
原地,http://em.21dtv.com/songs/60084474.mkv
中华大舞台,http://em.21dtv.com/songs/60144220.mkv
这一生的爱好好把握,http://em.21dtv.com/songs/60114278.mkv


阿爸的勒勒车,http://em.21dtv.com/songs/60163603.mkv

爱才是王牌,http://em.21dtv.com/songs/60088266.mkv

爱的沙,http://em.21dtv.com/songs/60065773.mkv

爱恨是你,http://em.21dtv.com/songs/60007605.mkv

阿妈的高原,http://em.21dtv.com/songs/60143469.mkv

爱你比我重要,http://em.21dtv.com/songs/60007815.mkv

andy,http://em.21dtv.com/songs/60000253.mkv

Andy,http://em.21dtv.com/songs/60128506.mkv

ANDY,http://em.21dtv.com/songs/60148504.mkv

爱情的牢,http://em.21dtv.com/songs/60113045.mkv

安全感,http://em.21dtv.com/songs/60009331.mkv

爱情心锁,http://em.21dtv.com/songs/60074460.mkv

爱上你 失去你,http://em.21dtv.com/songs/60071740.mkv

爱上谁,http://em.21dtv.com/songs/60008708.mkv

爱已降温,http://em.21dtv.com/songs/60074526.mkv

爱字怎么写,http://em.21dtv.com/songs/60009281.mkv

爱字怎么写(演唱会),http://em.21dtv.com/songs/60009280.mkv

Baby爱,http://em.21dtv.com/songs/60117906.mkv

在心里从此永远有个你,http://em.21dtv.com/songs/60057185.mkv
音乐影院,#genre#
🆑上海滩,https://vd4.bdstatic.com/mda-keck5jhdaagebxkm/v1-cae/mda-keck5jhdaagebxkm.mp4?auth_key=1602762530-0-0-3e02c62e492e00c28c5557d41188d769&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=288&split=391503
🆑问情,https://vd2.bdstatic.com/mda-kirqb8wp0wx6nm8b/v1-cae/1080p/mda-kirqb8wp0wx6nm8b.mp4?auth_key=1602762598-0-0-7b8d213378f4f9825a4e3d01ca6846bc&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=1378&split=1332772
🆑铁血丹心,https://vd3.bdstatic.com/mda-khjnfj0ka5nrny59/v1-cae/1080p/mda-khjnfj0ka5nrny59.mp4?auth_key=1602762666-0-0-eff8f1206a48a0b6167fa00fd4bb8076&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=1918&split=1700160
🆑一生有意义,https://vd3.bdstatic.com/mda-kj74j7irzzwigeue/v1-cae/mda-kj74j7irzzwigeue.mp4?auth_key=1602762719-0-0-9c37fef7bf2fb0a2c90258ff110c9817&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=446&split=365568
🆑雪中情,https://vd4.bdstatic.com/mda-kh4hdntg23ym4pdd/v1-cae/1080p/mda-kh4hdntg23ym4pdd.mp4?auth_key=1602762806-0-0-c62ee181e3154376fdb29cb447ad26cc&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=2571&split=2274845
🆑再向虎山行,https://vd2.bdstatic.com/mda-kijh03dq1yerajbr/v1-cae/mda-kijh03dq1yerajbr.mp4?auth_key=1602762863-0-0-fe24ff06331ee36586f91d8e2fa4e79f&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=625&split=684611
🆑大号是中华,https://vd3.bdstatic.com/mda-khrm8r7h1r3q39jb/v1-cae/1080p/mda-khrm8r7h1r3q39jb.mp4?auth_key=1602762899-0-0-fa4942bdb1636f5929c7a02c5c521a38&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=2501&split=2168960
🆑万里长城永不倒,https://vd4.bdstatic.com/mda-kijvx9feb3k1j5n1/v1-cae/1080p/mda-kijvx9feb3k1j5n1.mp4?auth_key=1602762980-0-0-f48890957552ca8a1e663c944cc67e34&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=2668&split=2321210
🆑万里长城永不倒, https://vd4.o.com/mda-kijvx9feb3k1j5n1/v1-cae/1080p/mda-kijvx9feb3k1j5n1.mp4?auth_key=1602762980-0-0-f48890957552ca8a1e663c944cc67e34&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=2668&split=2321210
🆑好小子,https://vd2.bdstatic.com/mda-ki4ntfxqzkgsr3zn/v1-cae/mda-ki4ntfxqzkgsr3zn.mp4?auth_key=1602763065-0-0-edd452ca941981158107909c858fe451&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=765&split=801207
🆑八仙过海,https://vd3.bdstatic.com/mda-kihexai25bqga6uk/v1-cae/mda-kihexai25bqga6uk.mp4?auth_key=1602763121-0-0-f94170279fa62c9bba5088ff33704ffa&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=668&split=725843
